ps_CourseCode,course_Name,grade_Level,department,course_Id
WC032X013P,BPR130 Print Reading-Construction,,CTE,
WC032X0140,SST140 Green Building & Design Concepts,,CTE,
WC032X0142,"NDE142 Visual Testing 1, 2",,CTE,
WC032X0143,"NDE143 Liquid Penetrant Testing 1, 2",,CTE,
WC032X014A,AHR114 Heat Pump Technology,,CTE,
WC032X014C,CAR140 Basic Carpentry,,CTE,
WC032X0151,CEG151 CAD for Engineering Technology,,CTE,
WC032X0152,NDE152 Magnetic Particle Testing,,CTE,
WC032X015A,AHR115 Refrigeration Systems,,CTE,
WC032X015C,DFT151 CAD I,,CTE,
WC032X0160,AHR160 Refrigerant Certification,,CTE,
WC032X0180,AHR180 HVACR Customer Relations,,CTE,
WC032X051A,AHR151 HVAC Dust Systems I,,CTE,
WC032X0ELN,ELN133 Digital Electronics,,CTE,
WC032X0SRV,SRV110 Surveying I,,CTE,
WC032X0WB0,WBL110 Work-Based Learning (AC1),,CTE,
WC042X0210,CMT210 Professional Construction Superv,,CTE,
WC042X0211,CEG211 Hydrology & Erosion Control,,CTE,
WC042X0212,CMT212 Total Safety Performance,,CTE,
WC042X0213,AHR213 HVACR Building Code,,CTE,
WC042X0214,CMT214 Planning and Scheduling,,CTE,
WC042X0216,CMT216 Costs and Productivity,,CTE,
WC042X0218,CMT218 Human Relations Issues,,CTE,
WC042X021E,EGR212 Logic System Design I,,CTE,
WC042X0220,ELC220 Photovoltaic Systems Tech,,CTE,
WC042X0221,ARC221 Architectural 3-D CAD,,CTE,
WC042X0225,AHR225 Commercial System Design,,CTE,
WC042X0226,CMT226 Applications Project,,CTE,
WC042X0228,EGR228 Intro to Solid Mechanics,,CTE,
WC042X0229,ELC229 Applications Project,,CTE,
WC042X022A,ARC225 Architectural BIM I,,CTE,
WC042X022E,EGR220 Engineering Statics,,CTE,
WC042X022T,DES225 Textiles for Interiors,,CTE,
WC042X0235,AHR235 Refrigeration Design,,CTE,
WC042X0241,CST241 Planning/Estimating I,,CTE,
WC042X0250,ARC250 Survey of Architecture,,CTE,
WC042X0255,AHR255 Indoor Air Quality,,CTE,
WC042X025H,DES255 History of Interiors & Furnishing,,CTE,
WC042X025S,SST250 Sustainability Capstone Proj,,CTE,
WC052X0110,GRA110 Graphic Arts Orientation,,CTE,
WC052X0113,GRD113 History of Graphic Design,,CTE,
WC052X0114,FVP114 Camera & Lighting I,,CTE,
WC052X0116,FVP116 Sound Operations,,CTE,
WC052X0117,SGD117 Art of Games,,CTE,
WC052X011B,BPT110 Introduction to Broadcasting,,CTE,
WC052X011T,GRD110 Typography I,,CTE,
WC052X0125,SGD125 SG Artificial Intelligence,,CTE,
WC052X0151,GRD151 Computer Design Basics,,CTE,
WC052X0165,SGD165 Simulation and Game Character Dev,,CTE,
WC052X0173,SGD173 Lighting and Shading Algorithms,,CTE,
WC052X0DM1,DME110 Introduction to Digital Media,,CTE,
WC052X0WB1,WBL111 Work-Based Learning (AR1),,CTE,
WC062X0213,SGD213 SGD Programming II,,CTE,
WC062X0220,FVP220 Editing I,,CTE,
WC062X0268,SGD268 Mobile Sim & Game Programming II,,CTE,
WC062X0285,SGD285 SG Software Engineering,,CTE,
WC062X0289,NET289 Networking Project,,CTE,
WC062X028G,SGD289 Simulation and Game Dev Project,,CTE,
WC062X0WB1,WBL111 Work-Based Learning (AR2),,CTE,
WC072X00HR,BUS153 Human Resource Management,,CTE,
WC072X00PM,PMT110 Intro to Project Management,,CTE,
WC072X0110,INT110 International Business,,CTE,
WC072X0111,PMT111 Project Management Assessing Risk,,CTE,
WC072X0112,CTS112 Windows (TM),,CTE,
WC072X011P,LEX110 Introduction to Paralegal Study,,CTE,
WC072X0120,LEX120 Legal Research/Writing I,,CTE,
WC072X0121,WBL121 Work-Based Learning II,,CTE,
WC072X0122,OST122 Office Computations,,CTE,
WC072X0125,BUS125 Personal Finance,,CTE,
WC072X012B,BUS121 Business Math,,CTE,
WC072X012R,LEX121 Legal Research/Writing II,,CTE,
WC072X0130,LEX130 Civil Injuries,,CTE,
WC072X0131,OST131 Keyboarding,,CTE,
WC072X0134,OST134 Text Entry & Formatting,,CTE,
WC072X0135,BUS135 Principles of Supervision,,CTE,
WC072X0136,OST136 Word Processing,,CTE,
WC072X0137,OST137 Office Software Applications,,CTE,
WC072X0139,BUS139 Entrepreneurship I,,CTE,590618
WC072X013K,OST130 Comprehensive Keyboarding,,CTE,
WC072X0141,OST141 Medical Term I-Med Office,,CTE,
WC072X0142,BAF143 Financial Planning,,CTE,
WC072X0148,"OST148 Med Coding, Billing & Insurance",,CTE,
WC072X0149,OST149 Medical Legal Issues,,CTE,
WC072X0153,OST153 Office Finance Solutions,,CTE,
WC072X0160,LEX160 Criminal Law & Procedure,,CTE,
WC072X0184,OST184 Records Management,,CTE,
WC072X0227,SBX8227 Creating a Successful Business,,CTE,
WC072X0250,"LEX250 Wills, Estates, & Trusts",,CTE,
WC072X0253,BUS253 Leadership and Management Skills,,CTE,
WC072X0280,LEX280 Ethics & Professionalism,,CTE,
WC072X0MT2,OST142 Medical Office Terms II,,CTE,
WC082X0021,INT210 International Trade,,CTE,
WC082X00RS,BUS256 Recruit Select & Per Plan,,CTE,
WC082X0210,LEX210 Real Property I,,CTE,
WC082X0217,BUS217 Employment Law and Regulations,,CTE,
WC082X0225,BUS225 Business Finance,,CTE,
WC082X0230,BUS230 Small Business Management,,CTE,
WC082X0234,BUS234 Training and Development,,CTE,
WC082X0240,BUS240 Business Ethics,,CTE,
WC082X0243,OST243 Medical Office Simulation,,CTE,
WC082X024F,LEX240 Family Law,,CTE,
WC082X0286,OST286 Professional Development,,CTE,
WC082X0289,OST289 Administrative Office Management,,CTE,
WC092X0119,EDU119 Intro to Early Child Educ,,CTE,
WC092X0131,"EDU131 Child, Family & Community",,CTE,
WC092X0144,EDU144 Child Development I,,CTE,
WC092X0146,EDU146 Child Guidance,,CTE,
WC092X0151,EDU151 Creative Activities,,CTE,
WC092X0152,IPP152 ASL/English Translation,,CTE,
WC092X0153,IPP153 Intro to Discourse Analysis,,CTE,
WC092X0158,EDU158 Healthy Lifestyles-Youth,,CTE,
WC102X0025,EDU250 Teacher Licensure Preparation,,,
WC102X0145,EDU145 Child Development II,,CTE,
WC102X0216,EDU216 Foundations of Education,,CTE,
WC102X0221,ASL221 Advanced American Sign Language,,CTE,
WC102X022E,EDU221 Children with Exceptionalities,,CTE,
WC102X0234,"EDU234 Infants, Toddlers, and Twos",,CTE,
WC102X0250,ASL250 Linguistics of American Sign Lang,,CTE,
WC102X0251,EDU251 Exploration Activities,,CTE,
WC102X0259,EDU259 Curriculum Planning,,CTE,
WC102X0261,EDU261 Early Childhood Administration,,CTE,
WC102X0262,EDU262 Early Childhood Administration II,,CTE,
WC102X0263,EDU263 School-Age Program Administration,,CTE,
WC102X0280,EDU280 Language and Literacy Experiences,,CTE,
WC112X0115,ACC115 College Accounting,,CTE,
WC112X0129,ACC129 Individual Income Taxes,,CTE,
WC112X0130,ACC130 Business Income Taxes,,CTE,
WC112X0140,ACC140 Payroll Accounting,,CTE,
WC112X0149,ACC149 Intro to Accounting Spreadsheets,,CTE,
WC112X0150,ACC150 Accounting Software Applications,,CTE,
WC122X0069,ACC269 Auditing & Assurance Services,,CTE,
WC122X0220,ACC220 Intermediate Accounting I,,CTE,
WC122X0221,ACC221 Intermediate Accounting II,,CTE,
WC122X0225,ACC225 Cost Accounting,,CTE,
WC152X000D,DEN100 Basic Orofacial Anatomy,,CTE,
WC152X001D,DEN101AB Preclinical Procedures,,CTE,
WC152X002D,DEN102 Dental Materials,,CTE,
WC152X003D,DEN103 Dental Sciences,,CTE,
WC152X004D,DEN104 Dental Health Education,,CTE,
WC152X005D,DEN105 Practice Management,,CTE,
WC152X0110,HSE110 Intro to Human Services,,CTE,
WC152X0111,BMT111 Intro to Biomedical Field,,CTE,
WC152X0112,HEA112 First Aid & CPR,,CTE,
WC152X0118,MED118 Medical Law and Ethics,,CTE,
WC152X011C,HSC110 Orientation to Health Careers,,CTE,
WC152X011D,DEN111 Infection/Hazard Control,,CTE,
WC152X011G,HSE112 Group Process I,,CTE,
WC152X011M,MED110 Orientation to Medical Assisting,,CTE,
WC152X011P,PHM110 Introduction to Pharmacy,,CTE,
WC152X0120,BMT120 Biomedical Anatomy & Physiology,,CTE,
WC152X0121,MED121 Medical Terminology I,,CTE,
WC152X0122,MED122 Medical Terminology II,,CTE,
WC152X012D,DEN112 Dental Radiography,,CTE,
WC152X0130,MED130 Admin Office Procedures 1,,CTE,
WC152X0140,HSC140 Transcultural Healthcare,,CTE,
WC152X01BD,DEN101BB Preclinical Procedures,,CTE,
WC152X0254,HEA7254 Exploring Medical Language,,CTE,
WC152X03BD,DEN103BB Dental Sciences,,CTE,
WC152X206D,DEN106 Clinical Practice,,CTE,
WC162X0212,BMT212 BMET Instrumentation I,,CTE,
WC162X0223,BMT223 Imaging Tech/Laser Fundamentals,,CTE,
WC162X0225,HSE225 Crisis Intervention,,CTE,
WC162X0227,HSE227 Children & Adol in Crisis,,CTE,
WC172X0110,CUL110 Sanitation & Safety,,CTE,
WC172X0111,CUL111 Success in Hospitality Studies,,CTE,
WC172X0130,CUL130 Menu Design,,CTE,
WC172X0135,CUL135 Food & Beverage Service,,CTE,
WC172X0140,CUL140 Culinary Skills I,,CTE,
WC172X0153,EDU153 Health Safety & Nutrition,,CTE,
WC172X015A,"EDU153A Health, Safety, & Nutrition Lab",,CTE,
WC172X0160,CUL160 Baking I,,CTE,
WC172X016A,CUL160A Baking Lab I,,CTE,
WC172X0170,CUL170 Garde Manger I,,CTE,
WC172X017A,CUL170A Garde Manger I Lab,,CTE,
WC172X040A,CUL140A Culinary Skills I Lab,,CTE,
WC182X0210,HRM210 Meetings and Event Planning,,CTE,
WC182X0220,HRM220 Cost Control-Food and Beverage,,CTE,
WC182X0225,HRM225 Beverage Management,,CTE,
WC182X0240,CUL240 Culinary Skills II,,CTE,
WC182X0245,HRM245 Human Resource Mgt-Hosp,,CTE,
WC182X0260,CUL260 Baking II,,CTE,
WC182X0270,CUL270 Garde Manger II,,CTE,
WC182X0273,CUL273 Career Development,,CTE,
WC182X0285,CUL285 Competition Fundamentals,,CTE,
WC182X040A,CUL240A Culinary Skills II Lab,,CTE,
WC192X0020,HSE120 Interpersonal Relations,,CTE,
WC192X0025,HSE125 Counseling,,CTE,
WC192X0110,ASL110 Visual Gestural Communication,,CTE,
WC192X0111,COS111 Cosmetology Concepts I,,CTE,
WC192X0112,COS112 Salon I,,CTE,
WC192X0113,COS113 Cosmetology Concepts II,,CTE,
WC192X0114,COS114 Salon II,,CTE,
WC192X0115,COS115 Cosmetology Concepts III,,CTE,
WC192X0116,COS116 Salon III,,CTE,
WC192X0117,COS117 Cosmetology Concepts IV,,CTE,
WC192X0118,COS118 Salon IV,,CTE,
WC192X011C,MED112 Ori to Clinic Setting I,,CTE,
WC192X011E,EMT110 - EMT,,CTE,
WC192X011F,OTA110 Fundamentals of OT,,CTE,
WC192X0120,OTA120 OT Media I,,CTE,
WC192X0123,HSE123 Interviewing Techniques,,CTE,
WC192X0125,EMS125 EMS Instructor Methodology,,CTE,
WC192X0130,OTA130 Assessment Skills,,CTE,
WC192X0135,OTA135 Kinesiology,,CTE,
WC192X0140,OTA140 Professional Skills I,,CTE,
WC192X014R,EMS140 Rescue Scene Management,,CTE,
WC192X0150,OTA150 Life Span Skills I,,CTE,
WC192X0161,OTA161 Fieldwork I-Placement 1,,CTE,
WC192X0162,OTA162 Fieldwork I-Placement 2,,CTE,
WC192X0170,OTA170 Physical Conditions,,CTE,
WC192X0180,OTA180 Psychosocial Dysfunction,,CTE,
WC192X01AB,COS111AB Cosmetology Concepts I,,CTE,
WC192X01BB,COS111BB Cosmetology Concepts I,,CTE,
WC192X02AB,COS112AB Salon I,,CTE,
WC192X02BB,COS112BB Salon I,,CTE,
WC192X03AB,COS113AB Cosmetology Concepts II,,CTE,
WC192X03BB,COS113BB Cosmetology Concepts II,,CTE,
WC192X04AB,COS114AB Salon II,,CTE,
WC192X04BB,COS114BB Salon II,,CTE,
WC192X0WB1,WBL111 Work-Based Learning (HU1),,CTE,
WC192X0WB5,WBL115 Work-Based Learning (HU1),,CTE,
WC202X0024,OTA240 Professional Skills II,,CTE,
WC202X0210,HSE210 Human Services Issues,,CTE,
WC202X0220,DDT220 Program Planning Process,,CTE,
WC202X0223,COS223 Contemp Hair Coloring,,CTE,
WC202X0240,COS240 Contemporary Design,,CTE,
WC202X0250,OTA250 Life Span Skills II,,CTE,
WC202X0252,ASL252 American Sign Lang. Classifiers,,CTE,
WC202X0WB1,WBL111 Work-Based Learning (HU2),,CTE,
WC202X0WB5,WBL115 Work-Based Learning (HU2),,CTE,
WC212X010H,HIT110 Fund of Health Info Management,,CTE,
WC212X0110,"CTI110 Web, Pgm, & Db Foundation",,CTE,
WC212X0111,WBL111 Work-Based Learning (IT1),,CTE,
WC212X0112,ATR112 Introduction to Automation,,CTE,
WC212X0115,WEB115 Web Markup and Scripting,,CTE,
WC212X0118,CTS118 Is Professional Communications,,CTE,
WC212X0119,CSC119 Programming Orientation,,CTE,
WC212X011B,CIS111 Basic PC Literacy,,CTE,
WC212X011D,DBA110 Database Concepts,,CTE,
WC212X011S,SEC110 Security Concepts,,CTE,
WC212X011W,WEB110 Internet/Web Fundamentals,,CTE,
WC212X0120,CTI120 Network and Security Foundation,,CTE,
WC212X0121,GRA121 Graphic Arts I,,CTE,
WC212X0122,SGD122 Simulation and Game Database Prog,,CTE,
WC212X0124,CSC124 Intro to Data Sci Programming,,CTE,
WC212X0125,NET125 Networking Basics,,CTE,
WC212X012A,GRA121A Graphic Arts I Lab,,CTE,
WC212X012D,GRD121 Drawing Fundamentals I,,CTE,
WC212X012M,WEB120 Intro to Internet Multimedia,,CTE,
WC212X0130,CTI130 Operating Systems and Device Foun,,CTE,
WC212X0131,GRD131 Illustration I,,CTE,
WC212X013N,NOS130 Windows Single User,,CTE,
WC212X013S,CTS130 Spreadsheet,,CTE,
WC212X0140,WEB140 Web Development Tools,,CTE,
WC212X0141,GRD141 Graphic Design I,,CTE,
WC212X0142,GRD142 Graphic Design II,,CTE,
WC212X0143,CSC143 Object-Oriented Programming,,CTE,
WC212X0150,SEC150 Secure Communications,,CTE,
WC212X0151,GRA151 Computer Graphics I,,CTE,
WC212X0152,GRD152 Computer Design Tech I,,CTE,
WC212X0154,CSC154 Software Development,,CTE,
WC212X015B,CTS115 Information Sys Business Concepts,,CTE,
WC212X015D,GRD151 Computer Design Basics,,CTE,
WC212X015M,WEB151 Mobile Application Development,,CTE,
WC212X015P,SEC151 Introduction to Protocol Analysis,,CTE,
WC212X0160,SEC160 Security Admin I,,CTE,
WC212X0161,SGD161 Simulation and Game Animation,,CTE,
WC212X0162,SGD162 Simulation and Game 3-D Animation,,CTE,
WC212X0164,SGD164 Sim and Game Audio and Video,,CTE,
WC212X0168,SGD168 Mobile SG Programming I,,CTE,
WC212X0172,SGD172 Virtual Sim & Game Environments,,CTE,
WC212X0174,SGD174 Simulation and Game Level Design,,CTE,
WC212X0188,GRD188 Graphic Design for Web I,,CTE,
WC212X0193,SGD193 Selected Topics in Simulation &,,CTE,
WC212X01DB,DBA120 Database Programming I,,CTE,
WC212X021P,CSC121 Python Programming,,CTE,590330
WC212X022P,CSC122 Python Application Development,,CTE,
WC212X052S,CSC152 SAS Programming,,CTE,
WC212X093S,SGD193S Sel Topics in Comic Bk Art Dev,,CTE,
WC212X0C41,CTI141 Cloud and Storage Concepts,,CTE,
WC212X0DB1,DBA112 Database Utilization,,CTE,
WC212X0N20,NOS120 Linux/UNIX Single User,,CTE,
WC212X0N26,NET126 Routing Basics,,CTE,
WC212X0V14,CTI140 Virtualization Concepts,,CTE,
WC212X2130,CTI130 Operating Systems and Device Foun,,CTE,
WC222X00G2,GRD288 Graphic Design for Web II,,CTE,
WC222X00GD,GRD240 User Interface & User Experience,,CTE,
WC222X0152,GRA152 Computer Graphics II,,CTE,
WC222X0210,WEB210 Web Design,,CTE,
WC222X0212,SGD212 SGD Design II,,CTE,
WC222X0215,WEB215 Advanced Markup and Scripting,,CTE,
WC222X021M,WEB214 Social Media,,CTE,
WC222X0225,NET225 Routing & Switching I,,CTE,
WC222X0226,NET226 Routing and Switching II,,CTE,
WC222X0230,NOS230 Windows Administration I,,CTE,
WC222X0231,NOS231 Windows Administration II,,CTE,
WC222X0232,NOS232 Windows Administration III,,CTE,
WC222X0237,SGD237 Rigging 3D Models,,CTE,
WC222X023G,SGD232 Survey of Game Engines,,CTE,
WC222X0240,CTI240 Virtualization Administration I,,CTE,
WC222X0241,CTI241 Virtualization Administration II,,CTE,
WC222X0244,SGD244 3D Modeling III,,CTE,
WC222X0249,CSC249 Data Structure & Algorithms,,CTE,
WC222X024S,CTS240 Project Management,,CTE,
WC222X0250,WEB250 Database Driven Websites,,CTE,
WC222X0251,CSC251 Advanced JAVA Programming,,CTE,
WC222X0258,SEC258 Security Concepts,,CTE,
WC222X0282,GRD282 Advertising Copywriting,,CTE,
WC222X0EM0,ECM210 Introduction to E-Commerce,,CTE,
WC232X0110,CCT110 Intro to Cyber Crime,,CTE,
WC232X011E,EMS110 EMT-Basic1,,CTE,
WC232X0120,FIP120 Intro to Fire Protection,,CTE,
WC232X0121,CCT121 Computer Crime Investigation,,CTE,
WC232X0124,FIP124 Fire Prevention and Public Educat,,CTE,
WC232X0128,FIP128 Detection and Investigation,,CTE,
WC232X012I,CJC120 Interviews/Interrogations,,CTE,
WC232X0132,CJC132 Court Procedure & Evidence,,CTE,
WC232X013B,FIP132 Building Construction,,CTE,
WC232X0140,LEX140 Civil Litigation I,,CTE,
WC232X0150,LEX150 Commercial Law I,,CTE,
WC232X0151,CJC151 Introduction to Loss Prevention,,CTE,
WC232X0152,FIP152 Fire Protection Law,,CTE,
WC232X0160,CJC160 Terrorism: Underlying Issues,,CTE,
WC232X01AB,EMS110AB EMT,,CTE,
WC232X01BB,EMS110BB EMT,,CTE,
WC232X0911,EMS110 EMT-Basic1,,CTE,
WC232X0WB1,WBL111 Work-Based Learning (LP1),,CTE,
WC232X21BB,EMS110BB EMT,,,
WC242X0020,LEX220 Corporate Law,,CTE,
WC242X0141,LEX141 Civil Litigation II,,CTE,
WC242X0211,CJC211 Counseling,,CTE,
WC242X0212,CJC212 Ethics & Comm Relations,,CTE,
WC242X0213,CJC213 Substance Abuse,,CTE,
WC242X0214,CJC214 Victimology,,CTE,
WC242X0220,FIP220 Fire Fighting Strategies,,CTE,
WC242X0221,CJC221 Investigative Princples,,CTE,
WC242X0222,CJC222 Criminalistics,,CTE,
WC242X0228,FIP228 Local Government Finance,,CTE,
WC242X0230,FIP230 Chemistry of Hazardous Materials,,CTE,
WC242X0231,CJC231 Constitutional Law,,CTE,
WC242X0232,CJC232 Civil Liability,,CTE,
WC242X0235,EMS235 EMS Management,,CTE,
WC242X023T,CCT231 Technology Crimes & Law,,CTE,
WC242X0248,FIP248 Fire Service Personnel Admin,,CTE,
WC242X0289,LEX289 US Constitutional Law,,CTE,
WC252X00F1,PRN131 Flexography I,,CTE,
WC252X0110,WLD110 Cutting Processes,,CTE,
WC252X0111,MAC111 Machining Technology I,,CTE,
WC252X0112,ISC112 Industrial Safety,,CTE,
WC252X0115,WLD115 SMAW (Stick) Plate,,CTE,
WC252X0116,WLD116 SMAW (Stick) Plate/Pipe,,CTE,
WC252X011B,WLD112 Basic Welding Processes,,CTE,
WC252X0121,WLD121 GMAW (MIG) FCAW/Plate,,CTE,
WC252X0124,MAC124 CNC Milling,,CTE,
WC252X0131,MAC131 Blue Print Reading/Machining I,,CTE,
WC252X0132,WLD132 GTAW (Tig) Plate/Pipe,,CTE,
WC252X013G,WLD131 GTAW (TIG) Plate,,CTE,
WC252X0141,WLD141 Symbols and Specifications,,CTE,
WC252X0143,WLD143 Welding Metallurgy,,CTE,
WC252X0151,WLD151 Fabrication I,,CTE,
WC252X0155,PRN155 Screen Printing I,,CTE,
WC252X0212,AHR212 Advanced Comfort Systems,,CTE,
WC252X0215,AHR215 Commercial HVAC Controls,,CTE,
WC252X021C,MAC121 Introduction to CNC,,CTE,
WC252X0263,AHR263 Energy Management,,CTE,
WC252X2115,WLD115 SMAW (Stick) Plate,,CTE,
WC262X0211,AHR211 Residential System Design,,CTE,
WC262X0212,ISC212 Metrology,,CTE,
WC262X0215,WLD215 SMAW (Stick) Pipe,,CTE,
WC262X0231,WLD231 GTAW (TIG) Pipe,,CTE,
WC262X0261,WLD261 Certification Practices,,CTE,
WC262X0262,WLD262 Inspection & Testing,,,
WC262X0265,WLD265 Automated Welding/Cutting,,CTE,
WC272X0120,MKT120 Principles of Marketing,,CTE,
WC272X0123,MKT123 Fundamentals of Selling,,CTE,
WC282X0220,MKT220 Advertising and Sales Promotion,,CTE,
WC282X0225,MKT225 Marketing Research,,CTE,
WC282X0229,MKT229 Special Events Production,,CTE,
WC282X0232,MKT232 Social Media Marketing,,CTE,
WC292X001L,ENV110A Environmental Science Lab,,CTE,
WC292X00ET,EGR110 Intro to Engineering Technology,,CTE,
WC292X0110,DES110 Architectural Graphics,,CTE,
WC292X0111,SGD111 Introduction to SGD,,CTE,
WC292X0112,SGD112 SGD Design,,CTE,
WC292X0113,SGD113 SGD Programming,,CTE,
WC292X0114,SGD114 3D Modeling,,CTE,
WC292X0116,SGD116 Graphic Design Tools,,CTE,
WC292X011E,ENV110 Environmental Science,,CTE,
WC292X0121,CHM121 - CHM121A Fnd of Chem/Lab,,CTE,
WC292X0125,EGR125 Appl Software for Tech,,CTE,
WC292X0130,MEC130 Mechanisms,,CTE,
WC292X0131,ELN131 Analog Electronics I,,CTE,
WC292X0150,EGR150 Intro to Engineering,,CTE,
WC292X0154,DFT154 Intro Solid Modeling,,CTE,
WC292X0161,MEC161 Manufacturing Processes I,,CTE,
WC292X016A,MEC161A Manufacturing Processes I Lab,,CTE,
WC292X01MP,MEC111 Machine Processes I,,CTE,
WC302X0214,SGD214 3D Modeling II,,CTE,
WC302X0232,ELN232 Introduction to Microprocessors,,CTE,
WC312X0041,AUB141 Mech & Electrical Components,,CTE,
WC312X010D,HET110 Diesel Engines,,CTE,
WC312X0110,LOG110 Introduction to Logistics,,CTE,
